เขต ,พรรค,คะแนน,Tag,พรรคที่ชนะ,สส.แบ่งเขต 
เพชรบุรี เขต 2,ภูมิใจไทย,8500,สูสี,อนาคตใหม่,0
เพชรบุรี เขต 2,พรรคไทยรักษาชาติ,8970,สูสี,อนาคตใหม่,0
เพชรบุรี เขต 2,เสรีรวมไทย,8400,สูสี,อนาคตใหม่,0
เพชรบุรี เขต 2,รวมพลังประชาชาติไทย,8700,สูสี,อนาคตใหม่,0
เพชรบุรี เขต 3,เพื่อไทย,8000,สูสี,อนาคตใหม่,0
เพชรบุรี เขต 3,ประชาธิปัตย์,8900,สูสี,อนาคตใหม่,0
เพชรบุรี เขต 3,พลังประชารัฐ,8700,สูสี,อนาคตใหม่,0
เพชรบุรี เขต 3,อนาคตใหม่,9000,สูสี,อนาคตใหม่,1
เพชรบุรี เขต 3,ภูมิใจไทย,8500,สูสี,อนาคตใหม่,0
เพชรบุรี เขต 3,พรรคไทยรักษาชาติ,8970,สูสี,อนาคตใหม่,0
เพชรบุรี เขต 3,เสรีรวมไทย,8400,สูสี,อนาคตใหม่,0
เพชรบุรี เขต 3,รวมพลังประชาชาติไทย,8700,สูสี,อนาคตใหม่,0
ยโสธร เขต 1,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ยโสธร เขต 1,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 1,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 1,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 1,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 1,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 1,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 1,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 2,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ยโสธร เขต 2,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 2,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 2,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 2,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 2,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 2,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 2,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 3,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ยโสธร เขต 3,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 3,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 3,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 3,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 3,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 3,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ยโสธร เขต 3,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ยะลา เขต 1,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 1,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
ยะลา เขต 1,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 1,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 1,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 1,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 1,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 1,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 2,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 2,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
ยะลา เขต 2,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 2,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 2,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 2,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 2,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 2,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 3,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 3,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
ยะลา เขต 3,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 3,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 3,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 3,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 3,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
ยะลา เขต 3,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
เลย เขต 1,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
เลย เขต 1,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
เลย เขต 1,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
เลย เขต 1,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
เลย เขต 1,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
เลย เขต 1,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
เลย เขต 1,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
เลย เขต 1,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
เลย เขต 2,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
เลย เขต 2,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
เลย เขต 2,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
เลย เขต 2,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
เลย เขต 2,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
เลย เขต 2,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
เลย เขต 2,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
เลย เขต 2,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
เลย เขต 3,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
เลย เขต 3,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
เลย เขต 3,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
เลย เขต 3,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
เลย เขต 3,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
เลย เขต 3,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
เลย เขต 3,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
เลย เขต 3,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
สมุทรสาคร เขต 1,เพื่อไทย,9100,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 1,ประชาธิปัตย์,9200,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 1,พลังประชารัฐ,9300,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 1,อนาคตใหม่,9400,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 1,ภูมิใจไทย,9500,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 1,พรรคไทยรักษาชาติ,9600,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 1,เสรีรวมไทย,9700,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 1,รวมพลังประชาชาติไทย,9800,สูสี,รวมพลังประชาชาติไทย,1
สมุทรสาคร เขต 2,เพื่อไทย,9100,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 2,ประชาธิปัตย์,9200,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 2,พลังประชารัฐ,9300,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 2,อนาคตใหม่,9400,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 2,ภูมิใจไทย,9500,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 2,พรรคไทยรักษาชาติ,9600,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 2,เสรีรวมไทย,9700,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 2,รวมพลังประชาชาติไทย,9800,สูสี,รวมพลังประชาชาติไทย,1
สมุทรสาคร เขต 3,เพื่อไทย,9100,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 3,ประชาธิปัตย์,9200,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 3,พลังประชารัฐ,9300,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 3,อนาคตใหม่,9400,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 3,ภูมิใจไทย,9500,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 3,พรรคไทยรักษาชาติ,9600,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 3,เสรีรวมไทย,9700,สูสี,รวมพลังประชาชาติไทย,0
สมุทรสาคร เขต 3,รวมพลังประชาชาติไทย,9800,สูสี,รวมพลังประชาชาติไทย,1
สระแก้ว เขต 1,เพื่อไทย,8400,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 1,ประชาธิปัตย์,8500,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 1,พลังประชารัฐ,8600,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 1,อนาคตใหม่,8700,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 1,ภูมิใจไทย,8800,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 1,พรรคไทยรักษาชาติ,8900,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 1,เสรีรวมไทย,9000,สูสี,เสรีรวมไทย,1
สระแก้ว เขต 1,รวมพลังประชาชาติไทย,8750,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 2,เพื่อไทย,8400,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 2,ประชาธิปัตย์,8500,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 2,พลังประชารัฐ,8600,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 2,อนาคตใหม่,8700,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 2,ภูมิใจไทย,8800,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 2,พรรคไทยรักษาชาติ,8900,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 2,เสรีรวมไทย,9000,สูสี,เสรีรวมไทย,1
สระแก้ว เขต 2,รวมพลังประชาชาติไทย,8750,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 3,เพื่อไทย,8400,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 3,ประชาธิปัตย์,8500,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 3,พลังประชารัฐ,8600,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 3,อนาคตใหม่,8700,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 3,ภูมิใจไทย,8800,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 3,พรรคไทยรักษาชาติ,8900,สูสี,เสรีรวมไทย,0
สระแก้ว เขต 3,เสรีรวมไทย,9000,สูสี,เสรีรวมไทย,1
สระแก้ว เขต 3,รวมพลังประชาชาติไทย,8750,สูสี,เสรีรวมไทย,0
สระบุรี เขต 1,เพื่อไทย,9500,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 1,ประชาธิปัตย์,9600,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 1,พลังประชารัฐ,9700,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 1,อนาคตใหม่,9800,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 1,ภูมิใจไทย,9900,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 1,พรรคไทยรักษาชาติ,10000,สูสี,พรรคไทยรักษาชาติ,1
สระบุรี เขต 1,เสรีรวมไทย,9950,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 1,รวมพลังประชาชาติไทย,9750,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 2,เพื่อไทย,9500,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 2,ประชาธิปัตย์,9600,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 2,พลังประชารัฐ,9700,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 2,อนาคตใหม่,9800,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 2,ภูมิใจไทย,9900,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 2,พรรคไทยรักษาชาติ,10000,สูสี,พรรคไทยรักษาชาติ,1
สระบุรี เขต 2,เสรีรวมไทย,9950,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 2,รวมพลังประชาชาติไทย,9750,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 3,เพื่อไทย,9500,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 3,ประชาธิปัตย์,9600,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 3,พลังประชารัฐ,9700,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 3,อนาคตใหม่,9800,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 3,ภูมิใจไทย,9900,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 3,พรรคไทยรักษาชาติ,10000,สูสี,พรรคไทยรักษาชาติ,1
สระบุรี เขต 3,เสรีรวมไทย,9950,สูสี,พรรคไทยรักษาชาติ,0
สระบุรี เขต 3,รวมพลังประชาชาติไทย,9750,สูสี,พรรคไทยรักษาชาติ,0
สุโขทัย เขต 1,เพื่อไทย,9700,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 1,ประชาธิปัตย์,9000,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 1,พลังประชารัฐ,9800,สูสี,พลังประชารัฐ,1
สุโขทัย เขต 1,อนาคตใหม่,9650,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 1,ภูมิใจไทย,9650,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 1,พรรคไทยรักษาชาติ,9650,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 1,เสรีรวมไทย,9650,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 1,รวมพลังประชาชาติไทย,9650,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 2,เพื่อไทย,9700,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 2,ประชาธิปัตย์,9000,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 2,พลังประชารัฐ,9800,สูสี,พลังประชารัฐ,1
สุโขทัย เขต 2,อนาคตใหม่,9650,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 2,ภูมิใจไทย,9650,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 2,พรรคไทยรักษาชาติ,9650,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 2,เสรีรวมไทย,9650,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 2,รวมพลังประชาชาติไทย,9650,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 3,เพื่อไทย,9700,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 3,ประชาธิปัตย์,9000,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 3,พลังประชารัฐ,9800,สูสี,พลังประชารัฐ,1
สุโขทัย เขต 3,อนาคตใหม่,9650,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 3,ภูมิใจไทย,9650,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 3,พรรคไทยรักษาชาติ,9650,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 3,เสรีรวมไทย,9650,สูสี,พลังประชารัฐ,0
สุโขทัย เขต 3,รวมพลังประชาชาติไทย,9650,สูสี,พลังประชารัฐ,0
หนองคาย เขต 1,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
หนองคาย เขต 1,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 1,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 1,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 1,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 1,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 1,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 1,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 2,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
หนองคาย เขต 2,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 2,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 2,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 2,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 2,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 2,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 2,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 3,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
หนองคาย เขต 3,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 3,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 3,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 3,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 3,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 3,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
หนองคาย เขต 3,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 1,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
หนองบัวลำภู เขต 1,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 1,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 1,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 1,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 1,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 1,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 1,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 2,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
หนองบัวลำภู เขต 2,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 2,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 2,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 2,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 2,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 2,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 2,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 3,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
หนองบัวลำภู เขต 3,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 3,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 3,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 3,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 3,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 3,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
หนองบัวลำภู เขต 3,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
กำแพงเพชร เขต 1,เพื่อไทย,9900,สูสี,เพื่อไทย,1
กำแพงเพชร เขต 1,ประชาธิปัตย์,9800,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 1,พลังประชารัฐ,9700,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 1,อนาคตใหม่,9600,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 1,ภูมิใจไทย,9500,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 1,พรรคไทยรักษาชาติ,9400,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 1,เสรีรวมไทย,9300,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 1,รวมพลังประชาชาติไทย,9200,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 2,เพื่อไทย,9900,สูสี,เพื่อไทย,1
กำแพงเพชร เขต 2,ประชาธิปัตย์,9800,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 2,พลังประชารัฐ,9700,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 2,อนาคตใหม่,9600,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 2,ภูมิใจไทย,9500,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 2,พรรคไทยรักษาชาติ,9400,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 2,เสรีรวมไทย,9300,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 2,รวมพลังประชาชาติไทย,9200,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 3,เพื่อไทย,9900,สูสี,เพื่อไทย,1
กำแพงเพชร เขต 3,ประชาธิปัตย์,9800,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 3,พลังประชารัฐ,9700,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 3,อนาคตใหม่,9600,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 3,ภูมิใจไทย,9500,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 3,พรรคไทยรักษาชาติ,9400,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 3,เสรีรวมไทย,9300,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 3,รวมพลังประชาชาติไทย,9200,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 4,เพื่อไทย,9900,สูสี,เพื่อไทย,1
กำแพงเพชร เขต 4,ประชาธิปัตย์,9800,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 4,พลังประชารัฐ,9700,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 4,อนาคตใหม่,9600,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 4,ภูมิใจไทย,9500,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 4,พรรคไทยรักษาชาติ,9400,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 4,เสรีรวมไทย,9300,สูสี,เพื่อไทย,0
กำแพงเพชร เขต 4,รวมพลังประชาชาติไทย,9200,สูสี,เพื่อไทย,0
ฉะเชิงเทรา เขต 1,เพื่อไทย,8800,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 1,ประชาธิปัตย์,9000,สูสี,ประชาธิปัตย์,1
ฉะเชิงเทรา เขต 1,พลังประชารัฐ,8900,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 1,อนาคตใหม่,8800,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 1,ภูมิใจไทย,8700,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 1,พรรคไทยรักษาชาติ,8600,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 1,เสรีรวมไทย,8500,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 1,รวมพลังประชาชาติไทย,8400,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 2,เพื่อไทย,8800,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 2,ประชาธิปัตย์,9000,สูสี,ประชาธิปัตย์,1
ฉะเชิงเทรา เขต 2,พลังประชารัฐ,8900,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 2,อนาคตใหม่,8800,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 2,ภูมิใจไทย,8700,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 2,พรรคไทยรักษาชาติ,8600,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 2,เสรีรวมไทย,8500,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 2,รวมพลังประชาชาติไทย,8400,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 3,เพื่อไทย,8800,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 3,ประชาธิปัตย์,9000,สูสี,ประชาธิปัตย์,1
ฉะเชิงเทรา เขต 3,พลังประชารัฐ,8900,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 3,อนาคตใหม่,8800,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 3,ภูมิใจไทย,8700,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 3,พรรคไทยรักษาชาติ,8600,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 3,เสรีรวมไทย,8500,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 3,รวมพลังประชาชาติไทย,8400,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 4,เพื่อไทย,8800,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 4,ประชาธิปัตย์,9000,สูสี,ประชาธิปัตย์,1
ฉะเชิงเทรา เขต 4,พลังประชารัฐ,8900,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 4,อนาคตใหม่,8800,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 4,ภูมิใจไทย,8700,สูสี,ประชาธิปัตย์,0
ฉะเชิงเทรา เขต 4,พรรคไทยรักษาชาติ,8600,สูสี,ประชาธิปัตย์,0
