IdArea,NameArea,idParty,NameArea,NoRegister,NameRegister,Status,NameInitial,Tags[],คะแนน,Source
A2203,ตรัง เขต3,077,พรรคไทยรักษาชาติ,6,ปริฉัตร ตรงสุณดี,TRUE,ทษช.,,,
A2203,ตรัง เขต3,145,เสรีรวมไทย,7,อาฮ์มัด หมินเส็น,TRUE,สร.,,,
A2203,ตรัง เขต3,181,รวมพลังประชาชาติไทย,8,พัชราภรณ์ หนูนิล,TRUE,รปช.,,,
A2301,ตาก เขต1,034,เพื่อไทย,1,ชลดา เจาะสุนทร,TRUE,พท.,,,
A2301,ตาก เขต1,001,ประชาธิปัตย์,2,ศาศวัต เครือมณี,TRUE,ปชป.,,,
A2301,ตาก เขต1,192,พลังประชารัฐ,3,ชนาภา นิระคม,TRUE,พปชร.,,,
A2301,ตาก เขต1,177,อนาคตใหม่,4,นฤกันยา เชิดชูอำไพ,TRUE,อ.น.ค.,,,
A2301,ตาก เขต1,063,ภูมิใจไทย,5,สนิท ตากุล,TRUE,ภท.,,,
A2301,ตาก เขต1,077,พรรคไทยรักษาชาติ,6,ชาณิดา วงษ์อาชีพ,TRUE,ทษช.,,,
A2301,ตาก เขต1,145,เสรีรวมไทย,7,วรรษมล แสงจันทร์ทอง,TRUE,สร.,,,
A2301,ตาก เขต1,181,รวมพลังประชาชาติไทย,8,เมธา รูปเล็ก,TRUE,รปช.,,,
A2302,ตาก เขต2,034,เพื่อไทย,1,สุรีย์รัตน์ กลิ่นรอด,TRUE,พท.,,,
A2302,ตาก เขต2,001,ประชาธิปัตย์,2,วรรษมน อ่วมแจง,TRUE,ปชป.,,,
A2302,ตาก เขต2,192,พลังประชารัฐ,3,ประดับพงษ์ ไชยชนะ,TRUE,พปชร.,,,
A2302,ตาก เขต2,177,อนาคตใหม่,4,อลิษา แซ่เจ็ง,TRUE,อ.น.ค.,,,
A2302,ตาก เขต2,063,ภูมิใจไทย,5,พัทธนันท์ พรหมคีรี,TRUE,ภท.,,,
A2302,ตาก เขต2,077,พรรคไทยรักษาชาติ,6,ภัทราพร เรืองปาน,TRUE,ทษช.,,,
A2302,ตาก เขต2,145,เสรีรวมไทย,7,ธีราพร ตระกูลกาญจน์,TRUE,สร.,,,
A2302,ตาก เขต2,181,รวมพลังประชาชาติไทย,8,กรรศิญา สัมพันธ์พร,TRUE,รปช.,,,
A2303,ตาก เขต3,034,เพื่อไทย,1,นพรัตน์ โค้วบุญญะราศรี,TRUE,พท.,,,
A2303,ตาก เขต3,001,ประชาธิปัตย์,2,มัสลิน วงษ์สลาม,TRUE,ปชป.,,,
A2303,ตาก เขต3,192,พลังประชารัฐ,3,อังคณา นงค์เยาว์,TRUE,พปชร.,,,
A2303,ตาก เขต3,177,อนาคตใหม่,4,อัจฉริยา นาคนุกูล,TRUE,อ.น.ค.,,,
A2303,ตาก เขต3,063,ภูมิใจไทย,5,ลลนันท์ เกิดแสง,TRUE,ภท.,,,
A2303,ตาก เขต3,077,พรรคไทยรักษาชาติ,6,วันวิสาข์ สายเสมา,TRUE,ทษช.,,,
A2303,ตาก เขต3,145,เสรีรวมไทย,7,จิระประภา ปินนะ,TRUE,สร.,,,
A2303,ตาก เขต3,181,รวมพลังประชาชาติไทย,8,สุพัฒน์ชัย คงพัฒน์,TRUE,รปช.,,,
A2401,น่าน เขต1,034,เพื่อไทย,1,อารีรัตน์ สำอางเอม,TRUE,พท.,,,
A2401,น่าน เขต1,001,ประชาธิปัตย์,2,ปิยะดา เหล่ารุจิรากุล,TRUE,ปชป.,,,
A2401,น่าน เขต1,192,พลังประชารัฐ,3,วาสนา หริ่มเพ็ง,TRUE,พปชร.,,,
A2401,น่าน เขต1,177,อนาคตใหม่,4,จารุวรรณ ประเสริฐศรี,TRUE,อ.น.ค.,,,
A2401,น่าน เขต1,063,ภูมิใจไทย,5,อรอนงค์ อิ่มทองใบ,TRUE,ภท.,,,
A2401,น่าน เขต1,077,พรรคไทยรักษาชาติ,6,สุชิรา สุขอ่อน,TRUE,ทษช.,,,
A2401,น่าน เขต1,145,เสรีรวมไทย,7,ทิพวัลย์ สรเพ็ชร,TRUE,สร.,,,
A2401,น่าน เขต1,181,รวมพลังประชาชาติไทย,8,วรารัตน์ มีกุศล,TRUE,รปช.,,,
A2402,น่าน เขต2,034,เพื่อไทย,1,วราภรณ์ ลือชัย,TRUE,พท.,,,
A2402,น่าน เขต2,001,ประชาธิปัตย์,2,ศักย์ศรณ์ แพรแจ่ม,TRUE,ปชป.,,,
A2402,น่าน เขต2,192,พลังประชารัฐ,3,จิตรลดา แจ่มเหมือน,TRUE,พปชร.,,,
A2402,น่าน เขต2,177,อนาคตใหม่,4,ปรียาภรณ์ จีระสิงห์,TRUE,อ.น.ค.,,,
A2402,น่าน เขต2,063,ภูมิใจไทย,5,มยุรี ถาดภูเขียว,TRUE,ภท.,,,
A2402,น่าน เขต2,077,พรรคไทยรักษาชาติ,6,พิศมัย สองต่อ,TRUE,ทษช.,,,
A2402,น่าน เขต2,145,เสรีรวมไทย,7,ชมพูนุช พรจิรากุล,TRUE,สร.,,,
A2402,น่าน เขต2,181,รวมพลังประชาชาติไทย,8,วีระพล พุทธพล,TRUE,รปช.,,,
A2403,น่าน เขต3,034,เพื่อไทย,1,สุภาวรรณ ภูคำ,TRUE,พท.,,,
A2403,น่าน เขต3,001,ประชาธิปัตย์,2,ภาธินี สงคราม,TRUE,ปชป.,,,
A2403,น่าน เขต3,192,พลังประชารัฐ,3,พัชรา แจ่มแจ้ง,TRUE,พปชร.,,,
A2403,น่าน เขต3,177,อนาคตใหม่,4,ชัชฤทธิ์ นำเนตร์,TRUE,อ.น.ค.,,,
A2403,น่าน เขต3,063,ภูมิใจไทย,5,พัชรียา โพติยะ,TRUE,ภท.,,,
A2403,น่าน เขต3,077,พรรคไทยรักษาชาติ,6,แก้วมณี ชายกวด,TRUE,ทษช.,,,
A2403,น่าน เขต3,145,เสรีรวมไทย,7,สุกัญญา สายรัมย์,TRUE,สร.,,,
A2403,น่าน เขต3,181,รวมพลังประชาชาติไทย,8,นัฐฐา สุขะ,TRUE,รปช.,,,
A2501,ประจวบคีรีขันธ์ เขต1,034,เพื่อไทย,1,จตุรภัทร ปิ่นทอง,TRUE,พท.,,,
A2501,ประจวบคีรีขันธ์ เขต1,001,ประชาธิปัตย์,2,ญาณิกา ทองเปลว,TRUE,ปชป.,,,
A2501,ประจวบคีรีขันธ์ เขต1,192,พลังประชารัฐ,3,กัญณิฌา เพชรเพ็ง,TRUE,พปชร.,,,
A2501,ประจวบคีรีขันธ์ เขต1,177,อนาคตใหม่,4,ทัศลียา สุระเสน,TRUE,อ.น.ค.,,,
A2501,ประจวบคีรีขันธ์ เขต1,063,ภูมิใจไทย,5,ศิริวรรณ ชั่งใจ,TRUE,ภท.,,,
A2501,ประจวบคีรีขันธ์ เขต1,077,พรรคไทยรักษาชาติ,6,สลินนา นาคกุญชร,TRUE,ทษช.,,,
A2501,ประจวบคีรีขันธ์ เขต1,145,เสรีรวมไทย,7,แสงระวี องคะกาศ,TRUE,สร.,,,
A2501,ประจวบคีรีขันธ์ เขต1,181,รวมพลังประชาชาติไทย,8,กุ้งนาง มะณีฉาย,TRUE,รปช.,,,
A2502,ประจวบคีรีขันธ์ เขต2,034,เพื่อไทย,1,จุฬารัตน์ ศรีสมรักษ์,TRUE,พท.,,,
A2502,ประจวบคีรีขันธ์ เขต2,001,ประชาธิปัตย์,2,นิภาพร อินทร์อ่ำ,TRUE,ปชป.,,,
A2502,ประจวบคีรีขันธ์ เขต2,192,พลังประชารัฐ,3,ปัฐริกา หวังดุล,TRUE,พปชร.,,,
A2502,ประจวบคีรีขันธ์ เขต2,177,อนาคตใหม่,4,สุภาภรณ์ สาครรัตน์,TRUE,อ.น.ค.,,,
A2502,ประจวบคีรีขันธ์ เขต2,063,ภูมิใจไทย,5,พรทิพย์ บุญเรือง,TRUE,ภท.,,,
A2502,ประจวบคีรีขันธ์ เขต2,077,พรรคไทยรักษาชาติ,6,วศิน เลิศจิรกุล,TRUE,ทษช.,,,
A2502,ประจวบคีรีขันธ์ เขต2,145,เสรีรวมไทย,7,พลอยอัญมณี มณีรัตน์,TRUE,สร.,,,
A2502,ประจวบคีรีขันธ์ เขต2,181,รวมพลังประชาชาติไทย,8,สุรีพร สุดชนะ,TRUE,รปช.,,,
A2503,ประจวบคีรีขันธ์ เขต3,034,เพื่อไทย,1,ธิดาภรณ์ จ๊ะใจ,TRUE,พท.,,,
A2503,ประจวบคีรีขันธ์ เขต3,001,ประชาธิปัตย์,2,ศศิวิมล พันธ์พงศ์แข็ง,TRUE,ปชป.,,,
A2503,ประจวบคีรีขันธ์ เขต3,192,พลังประชารัฐ,3,กิติคุณ แสงสุวรรณ,TRUE,พปชร.,,,
A2503,ประจวบคีรีขันธ์ เขต3,177,อนาคตใหม่,4,ปิยะดา ปิ่นวิเศษ,TRUE,อ.น.ค.,,,
A2503,ประจวบคีรีขันธ์ เขต3,063,ภูมิใจไทย,5,จตุพล ภาชีเชียร,TRUE,ภท.,,,
A2503,ประจวบคีรีขันธ์ เขต3,077,พรรคไทยรักษาชาติ,6,อรรถพล อิ่นแก้ว,TRUE,ทษช.,,,
A2503,ประจวบคีรีขันธ์ เขต3,145,เสรีรวมไทย,7,สุภาพร เหล็กขำ,TRUE,สร.,,,
A2503,ประจวบคีรีขันธ์ เขต3,181,รวมพลังประชาชาติไทย,8,ปิยธิดา ฤทธิกาญจน์,TRUE,รปช.,,,
A2601,ปราจีนบุรี เขต1,034,เพื่อไทย,1,สุนทร สาสังข์,TRUE,พท.,,,
A2601,ปราจีนบุรี เขต1,001,ประชาธิปัตย์,2,อรัญญา เงินชาลี,TRUE,ปชป.,,,
A2601,ปราจีนบุรี เขต1,192,พลังประชารัฐ,3,หยกทิพย์ เสถียรวงศ์,TRUE,พปชร.,,,
A2601,ปราจีนบุรี เขต1,177,อนาคตใหม่,4,พิมชนก ทรงศิริ,TRUE,อ.น.ค.,,,
A2601,ปราจีนบุรี เขต1,063,ภูมิใจไทย,5,วลัยพรรณ เถิงคำ,TRUE,ภท.,,,
A2601,ปราจีนบุรี เขต1,077,พรรคไทยรักษาชาติ,6,สุนิสา ชัยมงคล,TRUE,ทษช.,,,
A2601,ปราจีนบุรี เขต1,145,เสรีรวมไทย,7,อัจฉราพรรณ โพธิ์ประสาท,TRUE,สร.,,,
A2601,ปราจีนบุรี เขต1,181,รวมพลังประชาชาติไทย,8,วัลลี สุขมี,TRUE,รปช.,,,
A2602,ปราจีนบุรี เขต2,034,เพื่อไทย,1,ธนัยภรณ์ จันทาพูน,TRUE,พท.,,,
A2602,ปราจีนบุรี เขต2,001,ประชาธิปัตย์,2,สิทธิพล กาญจนทิวานนท์,TRUE,ปชป.,,,
A2602,ปราจีนบุรี เขต2,192,พลังประชารัฐ,3,ธัญรดี เมธาภูริวัฒน,TRUE,พปชร.,,,
A2602,ปราจีนบุรี เขต2,177,อนาคตใหม่,4,กฤษณา เพ็ญยะ,TRUE,อ.น.ค.,,,
A2602,ปราจีนบุรี เขต2,063,ภูมิใจไทย,5,สิริกร คลองน้อย,TRUE,ภท.,,,
A2602,ปราจีนบุรี เขต2,077,พรรคไทยรักษาชาติ,6,เนตรนภา ชูพันธ์,TRUE,ทษช.,,,
A2602,ปราจีนบุรี เขต2,145,เสรีรวมไทย,7,นฤมล ม่วงมา,TRUE,สร.,,,
A2602,ปราจีนบุรี เขต2,181,รวมพลังประชาชาติไทย,8,ณัชชา พานิชพันธุ์,TRUE,รปช.,,,
A2603,ปราจีนบุรี เขต3,034,เพื่อไทย,1,จันทร์นภา เตชะวิสาร,TRUE,พท.,,,
A2603,ปราจีนบุรี เขต3,001,ประชาธิปัตย์,2,ศิริพักตร์ ศิริเกตุ,TRUE,ปชป.,,,
A2603,ปราจีนบุรี เขต3,192,พลังประชารัฐ,3,พนิดา กิจวงศ์วัฒนา,TRUE,พปชร.,,,
A2603,ปราจีนบุรี เขต3,177,อนาคตใหม่,4,นนทวัติ บุญมาก,TRUE,อ.น.ค.,,,
A2603,ปราจีนบุรี เขต3,063,ภูมิใจไทย,5,พลอยไพลิน บุญเชิด,TRUE,ภท.,,,
A2603,ปราจีนบุรี เขต3,077,พรรคไทยรักษาชาติ,6,ธงไชย มีบุญ,TRUE,ทษช.,,,
A2603,ปราจีนบุรี เขต3,145,เสรีรวมไทย,7,วิชญาพร อุทธิยา,TRUE,สร.,,,
A2603,ปราจีนบุรี เขต3,181,รวมพลังประชาชาติไทย,8,อักษรา ส.อินทร์เพ็ญ,TRUE,รปช.,,,
A2701,พะเยา เขต1,034,เพื่อไทย,1,ณัฐชลีพร คำเจริญรัตนโภคิน,TRUE,พท.,,,
A2701,พะเยา เขต1,001,ประชาธิปัตย์,2,ภค ฤทธิมนตรี,TRUE,ปชป.,,,
A2701,พะเยา เขต1,192,พลังประชารัฐ,3,ทิพย์วรรณ ราชพิทักษ์,TRUE,พปชร.,,,
A2701,พะเยา เขต1,177,อนาคตใหม่,4,ศุภเลิศ สมทอง,TRUE,อ.น.ค.,,,
A2701,พะเยา เขต1,063,ภูมิใจไทย,5,สัตยาภรณ์ ฉายแผ้ว,TRUE,ภท.,,,
A2701,พะเยา เขต1,077,พรรคไทยรักษาชาติ,6,พัธรียา สุขโภคา,TRUE,ทษช.,,,
A2701,พะเยา เขต1,145,เสรีรวมไทย,7,แพรว แถกระโทก,TRUE,สร.,,,
A2701,พะเยา เขต1,181,รวมพลังประชาชาติไทย,8,ปพิชญา เพิ่มบำเพ็ญพัฒน์,TRUE,รปช.,,,
A2702,พะเยา เขต2,034,เพื่อไทย,1,พรพรรณ ยุตะวัน,TRUE,พท.,,,
A2702,พะเยา เขต2,001,ประชาธิปัตย์,2,พีรยา แซ่ตั้ง,TRUE,ปชป.,,,
A2702,พะเยา เขต2,192,พลังประชารัฐ,3,นวภัทร สุวบุตรพิทักษ์,TRUE,พปชร.,,,
A2702,พะเยา เขต2,177,อนาคตใหม่,4,ธรัญญา คงสง,TRUE,อ.น.ค.,,,
A2702,พะเยา เขต2,063,ภูมิใจไทย,5,ธีราพิเชฐ์ พรมจำปา,TRUE,ภท.,,,
A2702,พะเยา เขต2,077,พรรคไทยรักษาชาติ,6,ภควันต์ ทักท้วง,TRUE,ทษช.,,,
A2702,พะเยา เขต2,145,เสรีรวมไทย,7,ปรีชา สุวรรณรัตน์,TRUE,สร.,,,
A2702,พะเยา เขต2,181,รวมพลังประชาชาติไทย,8,ณฐกร ตาลสถิตย์,TRUE,รปช.,,,
A2703,พะเยา เขต3,034,เพื่อไทย,1,รัตนาภรณ์ สุดตาลัย,TRUE,พท.,,,
A2703,พะเยา เขต3,001,ประชาธิปัตย์,2,โศธิรัตน์ คงเกลี้ยง,TRUE,ปชป.,,,
A2703,พะเยา เขต3,192,พลังประชารัฐ,3,กัญญาวีร์ จั่นทอง,TRUE,พปชร.,,,
A2703,พะเยา เขต3,177,อนาคตใหม่,4,วชิรญาณ์ สารีพร,TRUE,อ.น.ค.,,,
A2703,พะเยา เขต3,063,ภูมิใจไทย,5,สันติ เดชดี,TRUE,ภท.,,,
A2703,พะเยา เขต3,077,พรรคไทยรักษาชาติ,6,ไตรรัตน์ จิตรพร,TRUE,ทษช.,,,
A2703,พะเยา เขต3,145,เสรีรวมไทย,7,ศยาริน เรืองอ่อน,TRUE,สร.,,,
A2703,พะเยา เขต3,181,รวมพลังประชาชาติไทย,8,เพชรรัชต์ อำนาจบุตรธิคุณ,TRUE,รปช.,,,
A2801,พัทลุง เขต1,034,เพื่อไทย,1,ไพรินทร์ ละหุ่ง,TRUE,พท.,,,
A2801,พัทลุง เขต1,001,ประชาธิปัตย์,2,ณัฐกานต์ หวังผล,TRUE,ปชป.,,,
A2801,พัทลุง เขต1,192,พลังประชารัฐ,3,เสาวณีย์ นิลเลี่ยม,TRUE,พปชร.,,,
A2801,พัทลุง เขต1,177,อนาคตใหม่,4,กสุมา เพ็งสาย,TRUE,อ.น.ค.,,,
A2801,พัทลุง เขต1,063,ภูมิใจไทย,5,ปทิตตา สมัครสมาน,TRUE,ภท.,,,
A2801,พัทลุง เขต1,077,พรรคไทยรักษาชาติ,6,พนัสบดี บุญทองสุข,TRUE,ทษช.,,,
A2801,พัทลุง เขต1,145,เสรีรวมไทย,7,ดวงใจ รักษศรี,TRUE,สร.,,,
A2801,พัทลุง เขต1,181,รวมพลังประชาชาติไทย,8,วราภรณ์ รักแจ้ง,TRUE,รปช.,,,
A2802,พัทลุง เขต2,034,เพื่อไทย,1,เบญจวรรณ ชุมศรี,TRUE,พท.,,,
A2802,พัทลุง เขต2,001,ประชาธิปัตย์,2,สิรินัน พรมวรรณ์,TRUE,ปชป.,,,
A2802,พัทลุง เขต2,192,พลังประชารัฐ,3,เมษา สังข์ทอง,TRUE,พปชร.,,,
A2802,พัทลุง เขต2,177,อนาคตใหม่,4,อาจรีย์ ชณิชา,TRUE,อ.น.ค.,,,
A2802,พัทลุง เขต2,063,ภูมิใจไทย,5,กิตติพรรณ์ ด้วงเขียว,TRUE,ภท.,,,
A2802,พัทลุง เขต2,077,พรรคไทยรักษาชาติ,6,ธัญญารัตน์ สิริโพธิวงศ์,TRUE,ทษช.,,,
A2802,พัทลุง เขต2,145,เสรีรวมไทย,7,ศิริพร แห่วขัด,TRUE,สร.,,,
A2802,พัทลุง เขต2,181,รวมพลังประชาชาติไทย,8,สุนันท์ หลักกะพันธ์,TRUE,รปช.,,,
A2803,พัทลุง เขต3,034,เพื่อไทย,1,ปานตา วิทยานุภากร,TRUE,พท.,,,
A2803,พัทลุง เขต3,001,ประชาธิปัตย์,2,วารุณี ปานศิลา,TRUE,ปชป.,,,
A2803,พัทลุง เขต3,192,พลังประชารัฐ,3,ณัฐกฤตา มันตะรักษ์,TRUE,พปชร.,,,
A2803,พัทลุง เขต3,177,อนาคตใหม่,4,ดุษฎี ทุมปัด,TRUE,อ.น.ค.,,,
A2803,พัทลุง เขต3,063,ภูมิใจไทย,5,สุวรรณ์ ธารารมย์,TRUE,ภท.,,,
A2803,พัทลุง เขต3,077,พรรคไทยรักษาชาติ,6,ณัฐกานต์ สะท้านถิ่น,TRUE,ทษช.,,,
A2803,พัทลุง เขต3,145,เสรีรวมไทย,7,อนัญภร กำดัด,TRUE,สร.,,,
A2803,พัทลุง เขต3,181,รวมพลังประชาชาติไทย,8,ธัญญรัตน์ นันจันทึก,TRUE,รปช.,,,
A2901,พิจิตร เขต1,034,เพื่อไทย,1,ศรัญญา โม่งประเสริฐ,TRUE,พท.,,,
A2901,พิจิตร เขต1,001,ประชาธิปัตย์,2,ศศิธร เปี่ยมสุข,TRUE,ปชป.,,,
A2901,พิจิตร เขต1,192,พลังประชารัฐ,3,อดิศร ขำมี,TRUE,พปชร.,,,
A2901,พิจิตร เขต1,177,อนาคตใหม่,4,ยุทธภัณฑ์ จิตสม,TRUE,อ.น.ค.,,,
A2901,พิจิตร เขต1,063,ภูมิใจไทย,5,ทองมาก ไชยโคตร,TRUE,ภท.,,,
A2901,พิจิตร เขต1,077,พรรคไทยรักษาชาติ,6,กิตยา ศักดิ์เพ็ง,TRUE,ทษช.,,,
A2901,พิจิตร เขต1,145,เสรีรวมไทย,7,ธุวานนท์ กล้าถิ่นภู,TRUE,สร.,,,
A2901,พิจิตร เขต1,181,รวมพลังประชาชาติไทย,8,วรรณศิริ อามาตมณู,TRUE,รปช.,,,
A2902,พิจิตร เขต2,034,เพื่อไทย,1,ขวัญฤดี ศรีดาพันธ์,TRUE,พท.,,,
A2902,พิจิตร เขต2,001,ประชาธิปัตย์,2,ไอศ์สุนันท์ นครจันทร์,TRUE,ปชป.,,,
A2902,พิจิตร เขต2,192,พลังประชารัฐ,3,อลิสา พันทะกาล,TRUE,พปชร.,,,
A2902,พิจิตร เขต2,177,อนาคตใหม่,4,ชัญญานุช มังคลารัตน์,TRUE,อ.น.ค.,,,
A2902,พิจิตร เขต2,063,ภูมิใจไทย,5,รัชนี ภูสีฤทธิ์,TRUE,ภท.,,,
A2902,พิจิตร เขต2,077,พรรคไทยรักษาชาติ,6,อรพรรณ ทับทัง,TRUE,ทษช.,,,
A2902,พิจิตร เขต2,145,เสรีรวมไทย,7,ทิพมาศ ไก่แก้ว,TRUE,สร.,,,
A2902,พิจิตร เขต2,181,รวมพลังประชาชาติไทย,8,ประณิธิ วงศ์คำจันทร์,TRUE,รปช.,,,
A2903,พิจิตร เขต3,034,เพื่อไทย,1,ณัฐนรี ไชยนอก,TRUE,พท.,,,
A2903,พิจิตร เขต3,001,ประชาธิปัตย์,2,ปริญญ์ ประภัสสิริ,TRUE,ปชป.,,,
A2903,พิจิตร เขต3,192,พลังประชารัฐ,3,จันทิมา คงไพรสันต์,TRUE,พปชร.,,,
A2903,พิจิตร เขต3,177,อนาคตใหม่,4,ทิพย์ระวี แก้วอำรัตน์,TRUE,อ.น.ค.,,,
A2903,พิจิตร เขต3,063,ภูมิใจไทย,5,คธา เอกศักดิ์,TRUE,ภท.,,,
A2903,พิจิตร เขต3,077,พรรคไทยรักษาชาติ,6,จุฑามาส น้อยนุตย์,TRUE,ทษช.,,,
A2903,พิจิตร เขต3,145,เสรีรวมไทย,7,วรรณภา ปาปัดถา,TRUE,สร.,,,
A2903,พิจิตร เขต3,181,รวมพลังประชาชาติไทย,8,กัญญพัชร สัตพันธ์,TRUE,รปช.,,,
A3001,เพชรบุรี เขต1,034,เพื่อไทย,1,ธนชัย จิตทวิน,TRUE,พท.,,,
A3001,เพชรบุรี เขต1,001,ประชาธิปัตย์,2,ณัชณิกา ปานปรีดา,TRUE,ปชป.,,,
A3001,เพชรบุรี เขต1,192,พลังประชารัฐ,3,กชพรรณ โยธารักษ์,TRUE,พปชร.,,,
A3001,เพชรบุรี เขต1,177,อนาคตใหม่,4,สุพรรณาภรณ์ บำรุงวิภูษณะ,TRUE,อ.น.ค.,,,
A3001,เพชรบุรี เขต1,063,ภูมิใจไทย,5,ดารณี ศรีแก้ว,TRUE,ภท.,,,
A3001,เพชรบุรี เขต1,077,พรรคไทยรักษาชาติ,6,พรทิพย์ สถิตย์วิริยะกุล,TRUE,ทษช.,,,
A3001,เพชรบุรี เขต1,145,เสรีรวมไทย,7,เมธี ทองเจิม,TRUE,สร.,,,
A3001,เพชรบุรี เขต1,181,รวมพลังประชาชาติไทย,8,อรชา สิงห์ทอง,TRUE,รปช.,,,
A3002,เพชรบุรี เขต2,034,เพื่อไทย,1,ณัฐิวุติ แท่งกระโทก,TRUE,พท.,,,
A3002,เพชรบุรี เขต2,001,ประชาธิปัตย์,2,สาวิตรี จันทคา,TRUE,ปชป.,,,
A3002,เพชรบุรี เขต2,192,พลังประชารัฐ,3,ณิญาภัทร อธิวัฒนานันท์,TRUE,พปชร.,,,
A3002,เพชรบุรี เขต2,177,อนาคตใหม่,4,ศศิวรรณ พรมเล็ก,TRUE,อ.น.ค.,,,
A3002,เพชรบุรี เขต2,063,ภูมิใจไทย,5,ณปภัช รัตนประทีป,TRUE,ภท.,,,
A3002,เพชรบุรี เขต2,077,พรรคไทยรักษาชาติ,6,ชวรัตน์ บุญปาน,TRUE,ทษช.,,,
A3002,เพชรบุรี เขต2,145,เสรีรวมไทย,7,ปิยรัตน์ ฤกษ์พิบูลย์,TRUE,สร.,,,
A3002,เพชรบุรี เขต2,181,รวมพลังประชาชาติไทย,8,ยุทธนา เดวิเลาะห์,TRUE,รปช.,,,
A3003,เพชรบุรี เขต3,034,เพื่อไทย,1,นฤภร จันทนวัลย์,TRUE,พท.,,,
A3003,เพชรบุรี เขต3,001,ประชาธิปัตย์,2,จรัสศรี กุลวัฒนาโสภณ,TRUE,ปชป.,,,
A3003,เพชรบุรี เขต3,192,พลังประชารัฐ,3,ลักษณ์ลาวัลย์ สรรไพโรจน์,TRUE,พปชร.,,,
A3003,เพชรบุรี เขต3,177,อนาคตใหม่,4,ปิยะมาศ ลูกเจะ,TRUE,อ.น.ค.,,,
A3003,เพชรบุรี เขต3,063,ภูมิใจไทย,5,อดิเรก ยิ้มยวน,TRUE,ภท.,,,
A3003,เพชรบุรี เขต3,077,พรรคไทยรักษาชาติ,6,อัจฉรี คนชม,TRUE,ทษช.,,,
A3003,เพชรบุรี เขต3,145,เสรีรวมไทย,7,ชลธิชา พรมเกษา,TRUE,สร.,,,
A3003,เพชรบุรี เขต3,181,รวมพลังประชาชาติไทย,8,มัลลิกา ภูตยานนท์,TRUE,รปช.,,,
A3101,ยโสธร เขต1,034,เพื่อไทย,1,อธิชา ดุงโคกกรวด,TRUE,พท.,,,
A3101,ยโสธร เขต1,001,ประชาธิปัตย์,2,ศิริกัญญา ใหม่ละออ,TRUE,ปชป.,,,
A3101,ยโสธร เขต1,192,พลังประชารัฐ,3,วนิดา ช่างชัย,TRUE,พปชร.,,,
A3101,ยโสธร เขต1,177,อนาคตใหม่,4,วรรัตน์ พลมา,TRUE,อ.น.ค.,,,
A3101,ยโสธร เขต1,063,ภูมิใจไทย,5,ศิรพร สว่างวงษ์,TRUE,ภท.,,,
A3101,ยโสธร เขต1,077,พรรคไทยรักษาชาติ,6,โสภณ ศรีไพรสน,TRUE,ทษช.,,,
A3101,ยโสธร เขต1,145,เสรีรวมไทย,7,พรทิพย์ คชเถื่อน,TRUE,สร.,,,
A3101,ยโสธร เขต1,181,รวมพลังประชาชาติไทย,8,วิยดา วรรณิสร,TRUE,รปช.,,,
A3102,ยโสธร เขต2,034,เพื่อไทย,1,สุวรรณี เดชเทศ,TRUE,พท.,,,
A3102,ยโสธร เขต2,001,ประชาธิปัตย์,2,รัตมณี ชุมสงฆ์,TRUE,ปชป.,,,
A3102,ยโสธร เขต2,192,พลังประชารัฐ,3,เบญจมาภรณ์ แก้วเต่า,TRUE,พปชร.,,,
A3102,ยโสธร เขต2,177,อนาคตใหม่,4,เกศรินทร์ ไทสา,TRUE,อ.น.ค.,,,
A3102,ยโสธร เขต2,063,ภูมิใจไทย,5,มณีรัตน์ นวลมุสิก,TRUE,ภท.,,,
A3102,ยโสธร เขต2,077,พรรคไทยรักษาชาติ,6,สายสุดา สมบัติ,TRUE,ทษช.,,,
A3102,ยโสธร เขต2,145,เสรีรวมไทย,7,โสภา ห่อทรัพย์,TRUE,สร.,,,
A3102,ยโสธร เขต2,181,รวมพลังประชาชาติไทย,8,วิภาดา ตะเกิดมี,TRUE,รปช.,,,
A3103,ยโสธร เขต3,034,เพื่อไทย,1,อารยา พุ่มสวัสดิ์,TRUE,พท.,,,
A3103,ยโสธร เขต3,001,ประชาธิปัตย์,2,อธิชา ธรรมนิโรจน์,TRUE,ปชป.,,,
A3103,ยโสธร เขต3,192,พลังประชารัฐ,3,ธัญญรัตน์ ถาวงษ์กลาง,TRUE,พปชร.,,,
A3103,ยโสธร เขต3,177,อนาคตใหม่,4,ขจีพรรณ พิมละออ,TRUE,อ.น.ค.,,,
A3103,ยโสธร เขต3,063,ภูมิใจไทย,5,วงศ์เดือน คุณารูป,TRUE,ภท.,,,
A3103,ยโสธร เขต3,077,พรรคไทยรักษาชาติ,6,พนิดา ทองแท่ง,TRUE,ทษช.,,,
A3103,ยโสธร เขต3,145,เสรีรวมไทย,7,ทวีพงษ์ สมจารย์,TRUE,สร.,,,
A3103,ยโสธร เขต3,181,รวมพลังประชาชาติไทย,8,ลีนวัฒน์ วรอรรถ,TRUE,รปช.,,,
A3201,ยะลา เขต1,034,เพื่อไทย,1,ขวัญชนก บ่อแก้ว,TRUE,พท.,,,
A3201,ยะลา เขต1,001,ประชาธิปัตย์,2,รัตน์ดาวรรณ สุนารักษ์,TRUE,ปชป.,,,
A3201,ยะลา เขต1,192,พลังประชารัฐ,3,ปรางทอง วิชัย,TRUE,พปชร.,,,
